id,cve,project_name,description,mistakes
1307,CVE-2016-5130,chromium,"A third party dependency doesn't properly handle the forward behavior in their
browser (""->""). This vulnerability gave attackers the ability to hijack the
button, and send users to a link they didn't retreat from using the back
arrow (""<-"").

This was an interesting problem because in a way, the spoofing vulnerability
leads to a denial of service, because whatever chrome is supposed to forward
to, it is not. The website it is supposed to navigate to is not reachable
through that method, or you can forward to a page that you didn't previously
visit.
","The mistake was simply that they used a third party dependancy that had a
bug that could lead to spoofing from falsifying the forward button. The
mistake occured because the developers didn't have an understanding thorough
enough to know the consequences of using the Blink package. I would consider
it to be a design/coding mistake.

The mitigation provided was for the design/architecture section; the
mitigation is to carefully address permissions for users of the system. It
seems that the approach of chromium's solution is to more carefully manage
the behavior of the forward arrow itself, by resetting it, and clearing
children when appropriate.
"
1257,CVE-2016-1671,chromium,"Google Chrome on Android mishandles / (slash) and \ (backslash) characters,
which allows attackers to conduct directory traversal attacks via using a file
containing URLs.
","To begin with, it was a coding mistake where the developer did not check for
specific escape characters (i.e. slash and backslash). The fix was pretty
straightforward in the escape.cc file.

The vulenrability was introduced when some new logical checks were being
implemented. The developer mishandled / (slash) and \ (backslash) characters.
"
190,CVE-2010-4574,chromium,"The pickle function in google chrome and chrome OS perormed pointer arithmetic
improperly on maliciously crafted pickle data.  This allowed an attacker to 
modify some system files without control of what they were modifying or execute 
a denial of service attack.
","Coding mistakes.  The issue that caused this is easily overlooked in the
difference between 32 and 64 bit systems.  there was a hardcoded offset 
for pointers that worked in 32 bit systems however tis offsetwas larger
in 64 bit systems.
"
406,CVE-2011-2858,chromium,"The vulnerability was in a function called HandleDrawArrays inside the gpu 
subsystem, which handles rendering. The function HandleDrawArrays was not handling 
properly triangular arrays. Triangular array is where the length of each row is one 
more than the last. The problem was caused by not properly handling conversion between
types that can only hold positive integers (unsigned) to types where the integers can be 
both positive or negative (signed). This caused the function to access values in the arrays 
that was not there, which is an out-of-bounds read on the array. This caused an error that
prevented services from running.
","The vulnerability was caused by an improper conversion from unsigned to signed. This 
resulted in an out-of-bounds read on the array that was given, which gave an error and 
led to the code crashing. 

First, I noticed the class the vulnerability was in is massive. They started migrating classes that were inside the 
class to outside classes. Additionally, I also noticed that one person worked a lot on features that was related to 
this class and ultimately caused the vulnerability. There was unit tests, but it did not catch this vulnerability. 
Therefore, having better tests might have caught this bug. 

They mitigated the vulnerability by updating some functions and casting the values inputted to ints.
"
1131,CVE-2015-1299,chromium,"There was an issue with timers being removed and the reference to the timer being used.
Timers were set up so that they lived in a heap. The problem with this is there
was logic that ended up freeing/removing a timer, due to a bad conditional. This conditional
attempted to compare an 80-bit integer with a 64-bit integer. This would cause
the program to update the heap and make a duplicate timer. Eventually, the timer would
be deleted but the 'duplicate' (which is a pointer to the original) would be used.

The fix was a complete overhaul of the timer file. Remove all references of a heap
to use a more reliable scheduler.
","The vulnerability was a complex issue that never really led to a defined solution. It
started with the fact they made the decision to create a heap and use that for a scheduler.
This is an issue because it was not needed and added a good amount of complexity which makes
security more difficult. In addition, it was in a relatively unpopular area with only a few people
being familiar with the section. This allowed for the bug to exist for quite sometime after it was first found.
The next issue was the fact there were no unit tests until AFTER the solution was found. This allowed
for plenty of findable mistakes to pass through (as many as three). Lastly the way they came about a solution
was very problematic. It looked like from the git history they did not properly test their solution in the
system. as a whole. so it led to four reverts. This could stem from the fact that instead of investigating
for the specific solution, they just wiped the entire subsystem.
"
47,CVE-2010-0644,chromium,"In Google Chrome when a SOCKS 5 proxy server is configured, DNS queries should
be forwarded through a SOCKS 5 proxy. In this specific version, DNS queries
were performed from the local network instead. This could allow for remote DNS
servers to obtain sensitive information about the identity of the client user
via requets logging.
","When a user sets up a proxy like SOCKS 5, they expect to send all their data through
that secure line. Google Chrome didn't configure itself correctly to use it by default
resulting in users believing they set it up, but in reality they were still sending their
ip to the DNS servers.
"
1217,CVE-2016-1631,chromium,"The vulnerability was in Google's Flash Player module, *Pepper*, in the way the
Flash Message Modal (basically windowless pop-ups) handled nested modals.

The implementation did not suspend script callbacks or resource loads inside
the nested modal box. As a result, cross-origin documents could be loaded from
an arbitrary Javascript execution point. This vulnerability bypasses the Same
Origin Policy and could be used to cause denial of service, loss of sensitive 
information, and execution of arbitrary code.
","The vulnerability was essentially a design mistake that gave nested modals
the privledge to bypass the Same Origin Policy. It is interesting that the
two methods used to mitigate this vulnerability were in the repository for 
six years before it was discovered. 

It's possible that there was a similar vulnerability that was found in the 
past. It's also possible that similar functionality was implemented in a different
system by a developer who may have had more knowledge or awareness of security.

It appears that trust boundaries were drawn, but not around all of the components
that may cross it. Proper analysis of the architecture is really the only mitigation
against this kind of vulnerability. Since this vulnerability was found by someone
outside the Chromium team, it is unclear if this has been done.

The lesson to be learned here is that discovery of a vulnerability such as this warrents
an audit of existing subsystems that may also be susceptible the same vulnerability. This could 
be done with a fuzzer or by manual inspection of the code and design.
"
1020,CVE-2014-7932,chromium,"This vulnerability refers to an attacker that attempts to access memory after it has been freed. 
This could cause the program to crash or could allow for full remote code execution capabilities. In
the case of this vulnerability consequences such as denial of service or pending updates of detached 
elements could happen. This vulnerability is found in the Element::detach function in core/dom/Element.cpp 
in the DOM implementation in Blink which is found in Google Chrome versions before Google Chrome version 40.0.2214.91.
","The main mistake that lead to the vulnerability was trying to update an
element that was trying to detach and free its memory.
I believe it was mainly a design mistake in the code itself. This is because
an element is scheduled for an update while being detached. The code just needed to 
be moved for the element to update after the element was detached. The fix was simple it
just wasn't dealt with for quite a bit of time after it was discovered.
"
55,CVE-2010-0656,chromium,"Webkit, if given a false directory in the URL section, will show a page that displays 
directories on the server in response to the XMLHttpRequest for a file that's actually a directory. 
Based upon the XHR requests to chrome browser. This allows the attacker to scope out the server's
file system leading to other exploits.
","The origin of the bug is not really a commit or code error but a structural issue. Other browsers
such as Safari got away with not allowing local directory access by denying any file directory access 
from URLs. ""The patch for this was added to WebKit (webkitgtk 1.2.0 contains this change), but the 
problem depends on browser's ability to generate local directory listings."" (Tomas Hoger). This fix was
an implementaion of a mitigation rather than fully blocking a security risk. It was mitigated rather than 
blocked so that the availability or usability was not removed in the directory listing sense.
"
1022,CVE-2014-7934,chromium,"A user was able to crash Chrome by executing a complex series of JavaScript 
commands. This crash was caused by a used-after-free issue. By accessing memory 
no longer available, the program crashed and generated a sensitive crash dump.  
","This vulnerability was simply a rare abuse case that broke an assertion in the style 
rendering of WebKit. This vulnerability appears to have been present as far back as 
when Google forked the WebKit repository from Apple. When blamed, the original code's 
last author was an Apple engineer, at least 5 years before this bug was identified.

There was not much in terms of design or coding mistakes that were made. This vulnerability 
was an extreme edge case, however, the Google engineers appeared to have some issues finding 
the correct patch for this. Some commits were made, but were then later reverted because 
they either did not fully solve the problem, or they broke more features.
"
1105,CVE-2015-1272,chromium,"Heap use after memory freed in Chrome content renderer and GPU. The vulnerability
allows remote attackers to deny service to the victim and can possibly allow
unintended code execution.
","The vulnerability here was an oversight in terms of properly freeing up 
memory. The fix was to modify the way a GPU channel was being destroyed by 
verifying it is always on the main thread and to properly handle channel's 
NULL state.
"
875,CVE-2013-6622,chromium,"The vulnerability was a ""use-after-free"" bug in the fork of WebKit used by
Chrome. The engine provides the ability to move elements between documents,
and frees the memory used by the element in the first document before moving
the element to the second document. It was found that, with a certain timing,
the freed memory used by the element in the first document could be loaded
after it was destroyed, creating a potential denial of service.

To fix this vulnerability, tweaks were made to how Chrome tracks the load
delay. Rather than checking if the old document is present when the original
load delay occurs, the method was changed to make checks between the old
document and the current document mutually exclusive. In addition, if the old
document is present, the load delay of the document is increased to ensure
that the memory cannot be loaded back into the old document. The load delay in
the old document is decremented now that the element in the old document is
guaranteed to be destroyed.
","The vulnerability appears to be the result of an oversight on the part of
both the VCC's contributor and the reviewer. Because the commit touched so
many files when unifying the two methods, its complexity made it hard to
track smaller errors. If the commit were instead split up between separate
files, this vulnerability might not have fallen through the cracks.

That is not to say they would have found the vulnerability. The
use-after-free vulnerability occurs because a load event can be sent to the
old document after the element is destroyed; that would be difficult to find
from the code alone. The developer would have benefited from documenting the
process using comments, like the person who fixed the vulnerability would
eventually do. If they had documented the sequence of events, it is probable
the vulnerability would never have made it to the initial review.
"
1354,CVE-2016-7395,chromium,"Part of Google's 2D graphic library, Skia, does not properly validate return
values of a method call. This allows attackers to craft graphics data and 
cause a denial of service or have other impacts. 
","The main mistake the developer made in the VCC was forgetting to validate
input. They were most likely thinking of the expected use case and what is
likely to happen within the system, which is a mistake that many developers
make.
In the comments on the bug, one of the developers suggested an
alternate fix that would deal with the uninitialized variable (the problem
that the fuzzer was testing for) but would not have validated the return value
(which is where the actual bug was). Another developer pointed out that since
they could figure out what the actual bug was, it was worth fixing the larger
bug. 
"
1045,CVE-2015-1211,chromium,"Privilege escalation using File System API to store worker script.
This should be only allowed for HTTPS or HTTP request.
","Not specifying the element to trigger the Service Workers caused this
privilege exploit. Service Worker should not allow any other API to interact
other than HTTPS or HTTP. This violation the least privilege principle.
"
1408,CVE-2017-5038,chromium,"Some view based and other related javascript objects were able to inherit from
a global prototype. Such related objects include view implementations and
containers. With these objects able to inherit prototypes from global javascript,
this could allow for arbitrary user code to be attached to these vulnerable objects.
If code is attached, it could be executed causing many problems.
","This was a design mistake. The system was not compartmentalized to safe areas
where the Guestview would be trusted with everything available to access. The
Guestview was allowed to cross these boundaries and potentially bring malicous
code with it.
"
1320,CVE-2016-5143,chromium,"There is a potential access control vulnerability in the DevTools subsystem
of Google Chrome. The subsystem allows for a hostname and other parameters
to be passed in by the user. The system does not sanitize the parameters
properly, which creates an opening for an attacker to supply their own
hostname and parameters by passing in a specially crafted URL.
","The main coding mistake here was the attempted fix of the original path traversal
vulnerability. Sanitizing input by removing all ""../"" was a good first step, but
when input becomes more complicated, the fix falls apart.

I believe this vulnerability could have been avoided using unit tests. There are no unit
tests specifically for the Runtime file, which is a concern. Sending in a complex input
in a unit test would have shown the developer that their sanitization algorithm
may not be as robust as intended.
"
281,CVE-2011-1413,chromium,"(Linux Only) A malicious user could remotely construct a relatively long string.
Upon creating the string, the user could then use it with the javascript alert 
function, or use it with an input that could be displayed in an alert. As a result, 
the display server could crash and lock up the open chrome windows on the target device, 
requiring a reboot (Denial of Service).
","The coding mistake that was made was essentially an unmanaged javascript alert
that was allowing remote users to create large inputs to be displayed in the alert, 
causing both the browser and x-server itself to crash unexpectedly.

When the vulnerability was introduced, it looks as if the boundary case of a long input
being used in alerts was not being covered, allowing this vulnerability to expose itself.

The chromium team is in adherance to the mitigations documented on the CWE page for 
this vulnerability fix. The inputs being used in javascript alerts is now being checked
for length, thus working around the previous crashes.

For this part of the UI, dealing with alert window width and sanitizing/validating
inputs being used in the alerts is necessary in order to keep the linux x-server working
as intended
"
1208,CVE-2016-1622,chromium,"Remote attackers could bypass the Same-Origin Policy via a maliciously
crafted extension since the Extensions subsystem in Google Chrome didn't
prevent use of a method to override intended extension behavior.
The Same-Origin policy states that web browser scripts can access data in a
second web page, but only if they have the same origin. Bypassing the
Same-Origin policy means that data confidentiality or integrity could be lost.
","The CWE ID for this vulnerability is 346, and is titled Origin Validation
Error. This vulnerability was caused due to not enforcing the Same-Origin
policy. In order to prevent these types of vulnerabilities, a potential
mitigation would be to separate privileges. Following the principle of
least privilege during the design/coding process would've fixed this issue.
In order to ensure this issue doesn't occur again, make sure that the
source is checked, and that malicious websites cannot be loaded. Preventing
Origin Validation Errors by testing the origin will lead to a safer system,
and prevent attackers from gaining access to undesired functionality.
"
1011,CVE-2014-7923,chromium,"For the Regular Expressions package used within Chromium (International Components for Unicode),
opcodes are represented by a 32-bit Integer. The first 8 bits represent the type of opcode.
The remaining 24 bits represent optional parameters. 

One parameter of the URX_LBN_CONT opcode requires the max length of a lookbehind regex match.
When this pattern is eventually assigned to a variable, it's range was not checked. Therefore,
if it's value was large enough, it could overflow the parameter bits and change the opcode
type.

This would potentially allow an attacker to execute machine code.
","This vulnerability seems to be an issue of maintainability. The configuration file 
was not updated as needed and other issues were able to be exploited from the ICU regexp engine used.
"
773,CVE-2013-0907,chromium,"This vulnerability involves a race condition that occurs before Google Chrome versions 25.0.1364.152.
The vulnerability allows for attackers to remotely cause a denial of service to the system and other
possible threats relating to threads/asynchronous threading. The race condition involves the
VideoRendererBase object being ""destroyed"" in the main thread function. The interleaving of VideoRendererBase::Stop() with
outstanding asynchronous calls to a VideoDecoder would result in continuing to execute code (i.e.,
starting up a thread without intending to) on a stopped VideoRendererBase. The most common manifestation of
the bug was crashing in ThreadMain() because the VideoRendererBase was being destroyed.

A type of attack could happen because of the race condition allows for a temporary
access of shared resources where the shared resource can be modified by another code sequence
that is operating concurrently. This could allow an attacker to simiply modify the resource and/or
modify things on the page and create pop ups for the user to click and share private information,
or cause a denial of services and could crash a chrome tab that involves a video on the page.
","The main mistake made that led to this vulnerability was not using proper
threading practices and it caused some threads to run over each other. There wasn't
much unit testing for threading and it was later detected by the crash.
In the future it would be recommended for maintainability
factors to include more unit testing on such topics like threading that are very precise and can
happne very easily. Overall seems like a oversight with threading was their main issue.
"
1012,CVE-2014-7924,chromium,"The vulnerability occured when more than one cursor tries to access the same
BLOB (Binary Large Object) in the IndexedDB, resulting in a
heap-use-after-free error. This error occurs when a program attempts to access
data from a location in memory that has already been freed.

This could lead to multiple harmful exploits, include the execution of
arbitrary code or corruption of stored data.
","The biggest coding mistake that was made with this vulnerability was that
the code never checked for duplicate pointers, or whether locations on the
heap or in the IndexedDB were freed of their allocated memory or not.

The fix that was implemented works by limiting heap access to only one
thread rather than two and synchronizing the mapping once memory was freed
on the heap.
"
221,CVE-2011-0784,chromium,This issue spawns from an audio render issue where a logic check was not being performed where an audio item was not being verified to already exist inside of a value it was being added to. This issues specifically when playing the game Z-type and crashed at one in four sound effects due to a timing issues with multiple sounds playing at once.,"The biggest issue with the program was coding issues. Obviously when a project is implemented over multiple years, issues can appear, but the main concern here was a failure to check input and confirm it was as expected. In addition, it took a while to actually discover what was causing the issues as it was very hard to reproduce. The fix they implemented is small, but seems to prevent this issues from occuring, as the Reddit thread and the Chromium thread have not been modified in some time."
1112,CVE-2015-1279,chromium,"An integer overflow vulnerability was found in the PDF Reader process that allows
attackers to use large height and stride values that caused memory corruption issues (memory modification). Attempting to expand an image
to a certain size resulted in a integer overflow.
","The mistakes seemed to stem largely from coding mistakes. It isn't clear but there
was a lot of bugs fixed inside of one large commit which is possibly because they rebased
it into that commit. There were multiple fixes and even reverts of the intial fix which points
to the fact that the code maybe was not tested to the degree that it could have been. The input
for the image maniplation affected both 64 bit and 32 bit platforms which was especially
dangerous because it allowed for the modification of memory and the overflow vulnerabilities.
"
574,CVE-2011-3960,chromium,"Google Chrome doesn't decode audio data properly, allowing remote hackers to cause a denial-of-service using unspecified attack paths.","The mistake is the fault of a lack of testing.  As the issue comes with the version of ffmpeg they were using, they should've checked if there any such issues with this particular version of ffmpeg when incorporating it with chromium through the use of thorough testing."
1114,CVE-2015-1281,chromium,"Some Chromium extensions such as Adblock Pro executed JavaScript that would break CSP (Content Security Policy) checks. Attackers are then able to load any image that they would like, and possibly use the image's request to access the user's sensitive data.","This is a classic case of a bug fix causing another bug, and therefore the best way to avoid situations like this is to make sure everything is properly and regularaly tested. Even though there were test in general relating to this code, there were not tests that specifically honed in on the cause of this issue, which allowed it to become a problem. Engineers may have felt rushed to fix the original bug which could have caused them to not fully consider the implications of their fix."
997,CVE-2014-3201,chromium,"core/rendering/compositing/RenderLayerCompositor.cpp in Blink,
as used in Google Chrome before 38.0.2125.102 on Android,
does not properly handle a certain IFRAME overflow condition,
which allows remote attackers to spoof content via a crafted web site that interferes with the scrollbar.

This CVE allowed applications in an iframe to modify the scrollbar via css,
allowing the iframe to spoof content on the website outside of it's actual frame.
","This vulnerability came about not because of any direct mistakes per say,
rather the fact that the iframe was able to modify the scrollbar, and use
that to spoof content. While this was fixed by bounding the frames overflow,
it likely could have been fixed somewhere else.
"
830,CVE-2013-2875,chromium,"A method in the code is changed to clear all following text boxes whenever
it is called, and this happens whenever any underlying strings change.
Before the fix, the method only cleared a specific text box and did not
account for any following text boxes that may have references to the 
initial one. The attackers could use uncleared text boxes to cause
denial-of-service attacks by attempting to read text (or other data)
from the first text box which no longer exists, resulting in a 
program crash.
","This was a design mistake (or implementation error) that would have most 
likely been found and resolved with running proper unit tests at the time 
when the project was started. The memory problem is related to the language 
used to a point, as it would not have occured in other languages like Java 
and Python that have better memory allocation built in. The CWE entry does 
not list mitigations for this error, but ensuring that it's not possible to 
write beyond memory in any part of the program is a solid start.
"
1061,CVE-2015-1227,chromium,"The function for dragging an image reuslts in an improper initialization that
could result in unallocated memory that is then accessed. This is turn causes
a failed image decoding that remote attackers can trigger. While the
impact of that is unspecified the default orientation for the image cannot be
used.
","This vulnerability came from a design flaw. In this situation, the allocation of memory depended on image orientation. The if clause did seem to account for if the allocation failed. However, the state of the object allocating memory resulted in improper initialization. They should have made sure that the specific function didn't depend on that case."
1297,CVE-2016-1711,chromium,"Google's fork of WebKit, Blink, implements a loading mechanism for web frames
that doesn't properly prevent navigating through a frame while detaching an
object that helps load content and other documents into the frame.

What specifically happens is this: starting a document load in the middle of
detaching a loader object will cause a new loader object to be cleared
prematurely. If an attacker is both clever and quick enough, they can set up
their own loader object and use it to load a malicious webpage, completely
bypassing Chrome's ""same-origin policy"", which normally prevents webpages from
accessing data from webpages that don't originate from the same place.
","The main mistake made in this vulnerability was more or less a resource
management issue combined with a mistake in logic. First, detaching a
document loader was not handled correctly, leading to some functionality
remaining in the system without the normal protections against exploits.
Second, some of the necessary operations for detaching the document loader
either weren't occurring at all or weren't occurring where they needed to.
All of this combined to make for a serious problem in the code base. It was
also clearly a complex issue to resolve, as it took two separate bug reports
(and consequently two CVE entries) before the vulnerability was properly
fixed.
"
384,CVE-2011-2836,chromium,"Malicious websites would use the windows media player plugin to run malicious code.
This is because you would not be required to manually allow it to run via an infobar (popdown bar)
","They knew that the windows media player plugin was a backdoor for a while, and didn't solve it.
The bug was open for over a month before someone took ownership and started to fix it.
It seems that no one took ownership of the bug because the people who new more about what a fix should be were very busy on other projects.
"
429,CVE-2011-3024,chromium,"Some versions of Google Chrome causes there to be an empty client certificiate
due to an unvalidated null value. This certificate is used by the Chrome 
browser to make authenticated requests to the server. Attackers can take 
advantage of the empty certificiate to bypass the hostname check for a 
certificiate and cause a denial of service or other issues. 
","The mistake that was made was not inserting null checks throught the process. If one variable is passed in as null, it causes another variable to be null, which causes an empty certificate. A recommended Implementation mitigation from CWE is to consider all potentially relevant input possibilities, including empty input. The fix used this mitigation."
802,CVE-2013-2844,chromium,"Use after free vulnerability occurs when the CSS renderer attempts to use
the same pointer after freed causes chrome to crash. An attacker can use
style resolution as vulnerability access to cause an unspecific impact.
This is done by placing a CSS file on the server and wait for a client to
fall in the bait. As a consequence, memory might be accessed by something
that is not supposed to happen or data on Chrome might be lost. Another cause
to the vulnerability could be a denial of service to make Chrome unavailable.
","I believe it was the coding mistake because the person did not think of checking the pointer to ensure it is not freed before using it. So, it is essential to think about all cases what the pointer will do during the process even if it becomes complex. When the code becomes complex, try to apply some practices such as check if the pointer is valid or not rather than figure out all cases for the pointer."
1089,CVE-2015-1256,chromium,"A remote attacker can craft an SVG file that exploits chromium's shadow tree (a way of hiding the creation of complicated web elements).
The shadow tree will begin the rendering of SMIL animations, during which the SVG adds more SMIL animations to be rendered.
SMIL animations should not be added during rendering, as it causes an infinite rendering loop that crashes your browser.
This is, at the very least, a denial-of-service attack and has even worse potential.
","In my opinion, this vulnerability came to be because the developers that were implementing 'SVGUseElement.cpp' (the file with the vulnerability) thought they had finished writing the file.
They wrote all the functions necessary for this file, but simply forgot to call a particular function ('isDisallowedElement(target)') in every place it was needed.
They called it in 6 out of the 7 places necessary, so this vulnerability was fixed very quickly by adding an ' || isDisallowedElement(target)' to an if statement.

There are 2 mitigations for this CWE.
The first is choosing a language that provides automatic memory management, which is not a choice as this is written in C++.
The second is setting pointers to NULL once they're freed. However, this would also not apply as the malicious SVG file exhausts chromium's allowed RAM to crash it.

The fix they made is proper, which is just blacklisting which elements can be rendered (preventing special elements that reproduce themselves from being rendered)
"
795,CVE-2013-2837,chromium,"The scalable vector graphics (SVG) library that is used failed to properly
handle the deletion of ""RareData"", which would sometimes accidentally delete 
more SVG data than intended since it was modifying the data it was iterating 
over. This would cause the program to hang.
","The vulnerability was due to improperly deleting data. The fix made sure 
that the data deletion was handled correctly. The fix isn't the most efficient
change, but it is effective in guaranteeing that the program doesn't 
crash or hang."
992,CVE-2014-3196,chromium,"Shared memory resources in Windows have a property known as a Discretionary
Access Control List, or DACL, which keeps track of who or what is authorized
to access them, how they can be accessed, and so on. Typically, these
resources are also given a name when instantiated. If this is not the case,
then Windows automatically assigns the resource a null DACL, which means there
are no authorization controls attributed to this resource, and thus there are
no limits to how they can be accessed, or who can access them.

Windows implementations of Google Chrome occasionally use unnamed shared
memory resources, meaning they are susceptible to this problem. Specifically,
the shared memory resource is not properly restricted to ""read-only"", meaning
a clever enough attacker can bypass protection mechanisms in Windows and
Chrome's ""sandbox"" (a mechanism used to isolate potentially dangerous
programs) or otherwise adversely modify resources in Chrome, leading to a slew
of unintended problems.
","The main mistake made was related to an implicit security requirement
imposed by how Windows handles objects in memory. Because some of the shared
memory resources were anonymous, Windows would not make them securable, and
thus they were vulnerable to an elevation of privilege attack as described
in the CVE entry. To prevent this, these resources had to be named.

It is clear that the initial developers were either not aware of this
property in Windows, or didn't think it would pose an issue, as the problems
present in the code went largely unaddressed for several years.
"
234,CVE-2011-1113,chromium,"Chrome uses a byte stream deserializer called a pickler. The pickler has a function that reads
information about the header and byte stream size to read. The function was not checking the size of the header
before reading the payload infomation and this could lead to a buffer overflow scenario
if someone sent a header of the wrong size
","This was a very simple mistake that developers make all the time. The original developer assumed all input to
this class would be good and no validation/sanitation was required. In any instance where memory is directly being
affected, buffer sizes must always be checked and anything larger than the maximum buffer size must be
disallowed
"
407,CVE-2011-2859,chromium,"This vulnerability allowed extensions to be downloaded to the chrome
browser without the user's consent.  By using Man in the Middle attacks, attackers
could use http redirects to make a victim land on their page and automatically
install a browser extension.  This browser extension allowed the attacker to 
elevate their own permissions and the permissions of other extensions on the 
victim's system.  This resulted in unlimited priviledges.
","I would say that this would be a design/requirements mistake because the paths
that extensions could be downloaded from included too many possibilities.  The 
former controls they had in place were moved to the gallery urls instead.  It
allowed extensions to be installed from pretty much anywhere once the http 
redirect was successful.  "
1052,CVE-2015-1218,chromium,"Moving a script element to a new document with the same context
document removes the script completely. When moving the script to a document
with different context the script is in the context document, not the non-
context document. This allows attackers to cause a denial of service or event
have other unspecified impacts that move a SCRIPT element to different
documents to affect the integrity of the system.
","This vulnerability was the result of a maintainability mistake. The scripts
loaded properly on new context documents until the vcc was pushed. That also
means a coding mistake was made at the point. Unfortunately, the cloudfuzz
couldn't detect the issue for a while.
"
1292,CVE-2016-1706,chromium,"This vulnerability resulted from the improper implementation of PPAPI, which is
a plugin management API for Adobe Flash Player.  
Plugins have a broker process with two methods for handling messages.
BrokerProcessDispatcher handles BrowserOperations messages managing browser functions
such as locally stored Flash cookies and camera/mic permissions.
BrokerDispatcher handles only ConnectToPlugin messages which manage inter-process-communication 
data for the plugin.
ConnectToPlugin messages are treated as untrusted and are sanitized and validated, but BrowserOperations
messages are not.  BrowserOperations messages are intended for use by the browser's settings
UI, while ConnectToPlugin messages should be sent on behalf plugins.  The Flash renderer 
is able to send both types of messages on behalf of plugins, meaning a compromised renderer
can submit unsanitized data and access powerful BrowserOperations functions. The primary danger
is that several BrowserOperations message variants include an absolute file system path
as an argument with no validation, allowing access to local files by the renderer.  An exploit 
could have the capability to write or overwrite local files.  The reporting user described 
a potential exploit for OS-X where vulnerability is used to mount a remote file system on the
target computer.
","The relevant code appears to have been written by a single developer and had not
been modified in almost two years when the vulnerability was found.  The presence of
this vulnerability appears to be a simple ovesight among largely robust code, given 
it lasted so long without requiring modification.  While both the original code and
the fix do not appear to use unit testing, I believe the issue is sufficiently 
complex that it would not have been feasible to detect it through all but the most 
extensive unit testing.  A 'defense in depth' approach would have been useful in this
case, which would involve sanitizing and validating all received messages from the 
Flash renderer rather than just those expected to be vulnerable.
"
882,CVE-2013-6629,chromium,"An image segment reading function for JPEG files didn't check if the chunks of data comprising an image were being repeated, possibly allowing images to be stolen across domains and maybe even non-image memory.","The mistake was not ensuring data leakage wasn't possible when data was accessed- processing image data in chunks should ensure the same data isn't being processed twice, and that the remaining data isn't leaking. The mitigations enforce that the data is all processed and the tests appear sufficient."
926,CVE-2014-1714,chromium,"This was used as part of an exploit that potentially allowed for
code execution outside of a sandbox environment in Windows. A method that wrote
objects to the clipboard did not validate or sanitize the format of objects that
are passed to it and instead wrote them directly to the clipboard. This had the
potential to cause issues with Inter-Process Communication (IPC), as malformed
objects could be read by an IPC handler and may cause a denial of service.
","This vulnerability is a case of missing code, and not incorrect code. The
function of copying to the clipboard worked perfectly, but only during an
abuse case did it malfunction.

It takes a lot of domain knowledge on the functionality of this clipboard
write function and the ways that the clipboard data is used by the
application (or other applications) over IPC to realize the possibilities
of malformed data an the consequences of not sanitizing it.

This is potentially an issue that arose because of a lack of tests. If tests
were involved, there would be thought of possible failure cases of the method
instead of just the ideal case.
"
304,CVE-2011-1465,chromium,"Response bodies for a certain type of HTTP stream are not drained. The stream
is left idle, which causes the system to crash without a user-visible error message.

This vulnerability exists because the system did not close that type of HTTP stream
and it went unnoticed for a long period because the problem arose only rarely.
","The core reason for this vulnerability was improper design, a result of 
poor analysis. If the functionality being added was properly analyzed, 
the team working on it would have prevented the vulnerability in the first place.

The person who created the fix was not certain that it was proper, but there have
not been related problems since, so it was likely correct.
"
227,CVE-2011-1059,chromium,"A vulnerability that allows remote attackers the ability to cause a denial of service by enticing a user to resubmit a form.  If a user filled out a form, went back in their browser, and then forward again, it would result in a crash.","This was a simple case of trying to access memory that has been freed. It only took about 12 days to discover the bug, but it took about 10 days to reproduce it because it happens on a rare boundary condition. Every developer makes memory management mistakes like this once in a while.  Most vulnerability scanners can identify use-after-free vulnerabilties, so one of these tools should be used when committing new code."
1041,CVE-2014-9689,chromium,"Chrome for mobile exposes the device's accelerometer and gyroscope data to all websites
on iOS and Andriod. Due to the precise nature of these instruments, with extremely accurate
measurements it is theoretically possible for attackers to monitor keystrokes (through the
taps on the screen), track users (through movement), and even obtain low frequency speech
signals (through the vibrations in the phone). Current technology in mobile devices
do not allow for such precise measurements yet.
","The mistake they made was not realising the types of vulnerabilities created by giving anyone access
to a user's extremely percise gyroscope and accelerometer. When that level of precision is obtained
in everyday mobile devices, it should be a permission that the user can give.
"
803,CVE-2013-2845,chromium,"A heap-use-after-free vulnerability in the Web Audio implementation of Google 
Chrome, for playing audio through the Chrome web-browser, allows remote attackers 
to cause a denial of service or possibly have unspecified other impact. This kind of 
denial of service is caused by memory corruption. 

The fix for this vulnerability is to ensure that variables are not used once they
are free-d or released. Also pointers should be passed by reference. 
","The developers did not know that that the buffer was being used after it was freed. 
I did not see any checks in place to ensure that the buffer was being cleared properly. 
It looks like there was a design mistake with OwnPtr, and then a design decision to 
change OwnPtr to RefPtr, and recreate the corresponding functions required. 

Seems like the fix was not very simple. It took the creation of new RefPtr functions, 
replacing many OwnPtr with RefPtr in many files, and realizing that some functions
returned the AudioBus after it has been free-d.
"
342,CVE-2011-2361,chromium,"Dialog box for Basic Auth can be used to mislead a user into giving up their credentials. This is done by using a domain that intends to mislead the user into believing the authentication request is coming from a trusted source.
The fix is to specify both the domain and realm string, while also making sure that these strings are clearly labelled to the user.","The vulnerability here was an oversight of design. The devs did not
anticipate malicious domains being used to abusing their dialog box. After
realizing the possibility of such an attack, it was quickly rectified.
"
