id,cve,announced,upvotes,nickname,project_name,subdomain,tag_json/0/id,tag_json/0/importance,tag_json/1/id,tag_json/1/importance,tag_json/2/id,tag_json/2/importance,tag_json/3/id,tag_json/3/importance,tag_json/4/id,tag_json/4/importance,tag_json/5/id,tag_json/5/importance,tag_json/6/id,tag_json/6/importance,tag_json/7/id,tag_json/7/importance,tag_json/8/id,tag_json/8/importance,tag_json/9/id,tag_json/9/importance,tag_json/10/id,tag_json/10/importance,tag_json/11/id,tag_json/11/importance,tag_json/12/id,tag_json/12/importance,tag_json/13/id,tag_json/13/importance,short_desc,tag_json/14/id,tag_json/14/importance,tag_json/15/id,tag_json/15/importance,tag_json/16/id,tag_json/16/importance,tag_json/17/id,tag_json/17/importance,tag_json/18/id,tag_json/18/importance,tag_json/19/id,tag_json/19/importance,tag_json/20/id,tag_json/20/importance
795,CVE-2013-2837,2013-05-22T13:29:55.977Z,4,,Chromium,chromium,6,2.14486389266213,30,1,374,0.35,373,0.35,124,0.27,127,0.27,375,0.25,8,0.25,130,0,378,0,380,0,381,0,245,0,,,"The scalable vector graphics (SVG) library that is used failed to properly
handle the deletion of ""RareData"", which would sometimes accidentally delete 
more SVG data than intended since it was modifying the data it was iterating 
over",,,,,,,,,,,,,,
221,CVE-2011-0784,2011-02-04T18:00:03.517Z,4,,Chromium,chromium,139,0.5,373,0.35,125,0.27,375,0.25,193,0,380,0,378,0,,,,,,,,,,,,,,,This issue spawns from an audio render issue where a logic check was not being performed where an audio item was not being verified to already exist inside of a value it was being added to,,,,,,,,,,,,,,
1559,CVE-2006-3747,2006-07-27T00:00:00.000Z,4,,HTTPD,httpd,6,2.15057132663324,45,1,139,0.5,147,0.45,372,0.35,127,0.27,125,0.27,375,0.25,129,0,445,0,428,0,380,0,,,,,"This was a vulnerability that affected people who used Apache HTTPD versions 1.3 from 1.3.28 and 2.0.46.
This vulnerability allowed malicious users to perform remote attacks that cause denial of service or random code executions",,,,,,,,,,,,,,
1112,CVE-2015-1279,2015-07-23T00:59:08.883Z,4,,Chromium,chromium,65,1,8,0.75,139,0.5,145,0.5,147,0.45,373,0.35,125,0.27,127,0.27,375,0.25,9,0.15,9,0.15,379,0,378,0,284,0,"An integer overflow vulnerability was found in the PDF Reader process that allows
attackers to use large height and stride values that caused memory corruption issues (memory modification)",382,0,380,0,381,0,,,,,,,,
1522,CVE-2003-0020,2003-03-18T00:00:00.000Z,4,,HTTPD,httpd,6,2.17617256288202,389,1,139,0.5,373,0.35,375,0.25,380,0,445,0,441,0,129,0,,,,,,,,,,,"Certain terminals are susceptible to exploits in the form of harmful inputs.
Take, for example, escape sequences",,,,,,,,,,,,,,
1166,CVE-2015-6766,2015-12-06T01:59:03.120Z,3,,Chromium,chromium,3,1.92260107017245,34,1,8,0.95,142,0.5,374,0.35,372,0.35,125,0.27,126,0.27,375,0.25,378,0,380,0,319,0,130,0,,,"The AppCache destructer calls the function OnDestructionImminent() on 
appcache_update_job.cc to notify any pending cache update jobs",,,,,,,,,,,,,,
1319,CVE-2016-5142,2016-08-07T19:59:06.533Z,3,,Chromium,chromium,5,2.06443127990943,34,1,8,0.75,137,0.5,146,0.45,372,0.35,374,0.35,125,0.27,127,0.27,375,0.25,130,0,378,0,154,0,380,0,"Due to poor handling of data buffers inside the cryptography API used in chrome
(WebCrypto), attackers could remotely cause a denial of service via crafted javascript
code",381,0,,,,,,,,,,,,
1325,CVE-2016-5148,2016-09-11T10:59:02.613Z,3,,Chromium,chromium,8,0.75,137,0.5,373,0.35,126,0.27,125,0.27,375,0.25,363,0,381,0,380,0,378,0,382,0,130,0,379,0,1,-Infinity,"A vulnerability found in an older version of chrome made widgets vulnerable to
XSS attacks through ""widget updates""",,,,,,,,,,,,,,
1874,CVE-2017-12611,2017-09-07T00:00:00.000Z,3,Freemarker Sanitization,Struts,struts,7,2.29107857790706,23,1,139,0.5,147,0.45,373,0.35,125,0.27,377,0.25,375,0.25,506,0,528,0,132,0,380,0,,,,,"An RCE (remote code execution) attack is possible when developer is using wrong
construction in Freemarker tags",,,,,,,,,,,,,,
1635,CVE-2016-5387,2016-07-18T00:00:00.000Z,3,,HTTPD,httpd,7,2.33714889061355,386,1,142,0.5,139,0.5,127,0.27,125,0.27,375,0.25,129,0,445,0,380,0,404,0,,,,,,,httpd sets the environment variable HTTP_PROXY based on the proxy field in the received http request header,,,,,,,,,,,,,,
882,CVE-2013-6629,2013-11-19T04:50:56.250Z,3,Texture Smash,Chromium,chromium,7,2.19980184158679,143,0.5,372,0.35,374,0.35,126,0.27,125,0.27,377,0.25,375,0.25,129,0,378,0,259,0,,,,,,,"An image segment reading function for JPEG files didn't check if the chunks of data comprising an image were being repeated, possibly allowing images to be stolen across domains and maybe even non-image memory.",,,,,,,,,,,,,,
1642,CVE-2017-7659,2017-07-26T00:00:00.000Z,3,,HTTPD,httpd,4,1.97628194100155,33,1,135,0.5,139,0.5,147,0.45,373,0.35,127,0.27,125,0.27,375,0.25,129,0,445,0,402,0,,,,,"In HTTPD, an open source web server for Unix-like systems, HTTP/2 requests
could be crafted in a way that could cause mod_http2 module to dereference
a NULL pointer and crash the server process",,,,,,,,,,,,,,
1643,CVE-2017-7668,2017-06-19T00:00:00.000Z,3,,HTTPD,httpd,7,2.34276143755293,20,1,139,0.5,147,0.45,147,0.45,372,0.35,374,0.35,127,0.27,124,0.27,375,0.25,380,0,129,0,401,0,445,0,"When parsing HTTP request headers, the ap_find_token() function in the Apache
HTTPD server would overrun the string buffer when searching for a specific
token",,,,,,,,,,,,,,
1338,CVE-2016-5161,2016-09-11T10:59:17.817Z,3,,Chromium,chromium,7,2.20480158344769,108,1,145,0.5,139,0.5,374,0.35,372,0.35,125,0.27,128,0.27,127,0.27,375,0.25,130,0,381,0,378,0,379,0,"In Google Chrome there was an issue with merging certain CSS styles together.
Their old implementation serialized the CSS property value and then reparsed 
it which didn't preserve the name of the custom property",380,0,154,0,382,0,,,,,,,,
906,CVE-2013-6658,2014-02-24T04:48:10.087Z,3,,Chromium,chromium,7,2.25303729672242,34,1,8,0.75,139,0.5,146,0.45,373,0.35,125,0.27,127,0.27,375,0.25,381,0,380,0,169,0,382,0,378,0,"The vulnerability occurs when Javascript executes multiple triggers for a
layout refresh (an attempt to re-render the page at hand)",379,0,130,0,,,,,,,,,,
1292,CVE-2016-1706,2016-07-20T19:59:01.590Z,3,,Chromium,chromium,4,1.97976065418996,20,1,8,0.95,135,0.5,139,0.5,136,0.5,373,0.35,127,0.27,125,0.27,375,0.25,382,0,381,0,379,0,378,0,"This vulnerability resulted from the improper implementation of PPAPI, which is
a plugin management API for Adobe Flash Player",130,0,380,0,350,0,,,,,,,,
907,CVE-2013-6659,2014-02-24T04:48:10.100Z,3,,Chromium,chromium,6,2.19297947407013,73,1,139,0.5,373,0.35,8,0.25,375,0.25,382,0,381,0,130,0,258,0,378,0,380,0,,,,,"SSL certificates are used by hosts so that connecting browsers know how to
encrypt messages and that the host can be trusted",,,,,,,,,,,,,,
304,CVE-2011-1465,2011-03-19T00:00:00.000Z,3,,Chromium,chromium,3,1.91974019098699,46,1,144,0.5,372,0.35,127,0.27,125,0.27,375,0.25,378,0,381,0,203,0,382,0,380,0,130,0,,,Response bodies for a certain type of HTTP stream are not drained,,,,,,,,,,,,,,
1041,CVE-2014-9689,2014-08-20T00:00:00.000Z,3,,Chromium,chromium,4,1.98009201390901,42,1,144,0.5,136,0.5,374,0.35,372,0.35,126,0.27,375,0.25,381,0,130,0,378,0,297,0,380,0,,,"Chrome for mobile exposes the device's accelerometer and gyroscope data to all websites
on iOS and Andriod",,,,,,,,,,,,,,
877,CVE-2013-6624,2013-11-13T00:00:00.000Z,3,,Chromium,chromium,2,1.83341136491171,34,1,139,0.5,374,0.35,372,0.35,125,0.27,127,0.27,375,0.25,8,0.25,380,0,381,0,154,0,130,0,378,0,Google Chrome was susceptible to a use after free vulnerability,,,,,,,,,,,,,,
139,CVE-2010-3250,2010-09-07T18:00:02.637Z,3,,Chromium,chromium,5,2.06354073807732,32,1,136,0.5,146,0.45,372,0.35,374,0.35,125,0.27,126,0.27,375,0.25,378,0,380,0,381,0,382,0,171,0,"A vulnerability allows remote attackers access to a private list of functional plug-ins 
added to the application by the user.
",130,0,,,,,,,,,,,,
140,CVE-2010-3251,2010-09-07T18:00:02.683Z,3,,Chromium,chromium,4,1.98824718796159,33,1,135,0.5,147,0.45,373,0.35,125,0.27,127,0.27,375,0.25,381,0,380,0,172,0,378,0,130,0,,,"The WebSockets implementation in Google Chrome allowed attackers to 
cause a NULL pointer dereference resulting in a crash",,,,,,,,,,,,,,
61,CVE-2010-0662,2010-02-18T18:00:01.067Z,3,,Chromium,chromium,5,2.04540510435672,21,1,139,0.5,147,0.45,373,0.35,126,0.27,125,0.27,375,0.25,378,0,157,0,380,0,130,0,,,,,"The memory for a struct is allocated based on a value provided by an untrusted
source elsewhere in the code",,,,,,,,,,,,,,
926,CVE-2014-1714,2014-03-16T14:06:45.647Z,3,,Chromium,chromium,3,1.87991323751575,76,1,8,0.95,10,0.72,10,0.72,139,0.5,135,0.5,146,0.45,146,0.45,373,0.35,127,0.27,375,0.25,130,0,380,0,"This was used as part of an exploit that potentially allowed for
code execution outside of a sandbox environment in Windows",381,0,270,0,379,0,378,0,,,,,,
119,CVE-2010-2898,2010-07-28T20:00:10.197Z,3,,Chromium,chromium,5,2.08608661401601,29,1,139,0.5,135,0.5,147,0.45,373,0.35,127,0.27,125,0.27,375,0.25,378,0,380,0,167,0,130,0,,,"When Chrome looks up the MIME type for a long filename, the underlying library crashes.
This can be accessed through Javascript, meaning that in a malicious scripting situation (e.g",,,,,,,,,,,,,,
803,CVE-2013-2845,2013-05-22T13:29:56.080Z,3,,Chromium,chromium,6,2.12115583160979,15,1,8,0.75,135,0.5,146,0.45,373,0.35,124,0.27,375,0.25,382,0,378,0,130,0,249,0,380,0,,,"A heap-use-after-free vulnerability in the Web Audio implementation of Google 
Chrome, for playing audio through the Chrome web-browser, allows remote attackers 
to cause a denial of service or possibly have unspecified other impact",,,,,,,,,,,,,,
1125,CVE-2015-1293,2015-09-03T22:59:03.327Z,3,,Chromium,chromium,4,1.95014914570092,62,1,8,0.75,143,0.5,140,0.5,135,0.5,374,0.35,373,0.35,128,0.27,125,0.27,127,0.27,375,0.25,315,0,378,0,"A vulnerability in a DOM implementation in web browser engine lead to remote attackers bypassing 
the Same Origin Policy through the use of forged security credentials.
",130,0,380,0,,,,,,,,,,
525,CVE-2011-3880,2011-10-25T19:55:01.477Z,3,,Chromium,chromium,60,1,145,0.5,374,0.35,372,0.35,380,0,378,0,130,0,228,0,,,,,,,,,,,,,Google Chrome before 15.0.874.102 does not neutralize an invalid character (\0) in HTTP headers which can lead to many opportunities for XSS and CRSF by attackers,,,,,,,,,,,,,,
1034,CVE-2014-7946,2015-01-21T00:00:00.000Z,3,,Chromium,chromium,5,2.0714457551363,15,1,372,0.35,374,0.35,124,0.27,126,0.27,8,0.25,375,0.25,295,0,130,0,380,0,378,0,,,,,"Chromium's rendering engine, Blink, had a vulnerability where the rendering of
the table on a webpage would skip captions in certain situations",,,,,,,,,,,,,,
527,CVE-2011-3882,2011-10-25T19:55:01.587Z,3,,Chromium,chromium,2,1.77455064273904,34,1,372,0.35,374,0.35,126,0.27,124,0.27,375,0.25,130,0,380,0,378,0,229,0,,,,,,,Use-after-free vulnerability allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to media buffers,,,,,,,,,,,,,,
450,CVE-2011-3049,2012-03-23T10:55:01.113Z,3,,Chromium,chromium,4,1.92570008048684,26,1,136,0.5,139,0.5,147,0.45,146,0.45,372,0.35,127,0.27,125,0.27,375,0.25,130,0,382,0,381,0,380,0,"Web requests are made all the time by browsers looking to retrieve content,
post content, and the like",378,0,171,0,,,,,,,,,,
578,CVE-2011-3964,2012-02-09T04:10:28.927Z,3,,Chromium,chromium,4,1.95241170832793,17,1,140,0.5,147,0.45,373,0.35,125,0.27,127,0.27,375,0.25,378,0,130,0,381,0,379,0,168,0,380,0,"The drag and drop feature within Google chrome was not properly 
implemented",,,,,,,,,,,,,,
945,CVE-2014-1733,2014-04-24T10:55:05.543Z,3,,Chromium,chromium,5,2.05013365315029,77,1,144,0.5,145,0.5,146,0.45,372,0.35,374,0.35,127,0.27,125,0.27,375,0.25,8,0.25,275,0,380,0,378,0,"The bug was in Chromium's Sandbox in the way they detected and merge two blocks of code via PointerCompare and
TailMerge.

When executing a compare and a merge, the code does not properly account for the ""next"" pointer (the
next lines of code to execute after the blocks have finished executing) if the two blocks are not JMP (jump) or RET
(return) instructions.

This creates an edge case where two blocks of code could be identical except that their 'next' pointer is
different, but the two blocks get merged anyways",130,0,,,,,,,,,,,,
1145,CVE-2015-3334,2015-04-14T00:00:00.000Z,3,,Chromium,chromium,6,2.09406876866044,26,1,136,0.5,146,0.45,374,0.35,372,0.35,125,0.27,126,0.27,375,0.25,132,0,380,0,379,0,378,0,202,0,"The vulnerability was in the way website permissions were being displayed to
the user.

Microphone and Camera permissions were implemented in a way that they had to
be requested individually by a website, but were displayed as a single 
'MEDIA' permission in the Page Info dialogue",382,0,381,0,130,0,,,,,,,,
1147,CVE-2015-3336,2015-04-19T10:59:16.037Z,3,,Chromium,chromium,4,1.98611854979455,42,1,135,0.5,145,0.5,146,0.45,372,0.35,374,0.35,127,0.27,375,0.25,382,0,379,0,130,0,381,0,380,0,If the url consistted of 'file://' then the browser would not ask the user if they are going to allow or deny for fullscreen and mouse lock,378,0,,,,,,,,,,,,
953,CVE-2014-1744,2014-05-21T11:14:09.597Z,3,,Chromium,chromium,5,2.01485080379891,69,1,8,0.75,139,0.5,147,0.45,373,0.35,125,0.27,127,0.27,128,0.27,375,0.25,380,0,130,0,248,0,378,0,"Integer overflow in the audio component occurs when a remote attacker sends an
overflow value to cause a denial of service or a large shared-memory allocation.
An attacker can send an audio file with an integer overflow value to cause a
segment fault then the attacker can add input at the end of the audio file
to modify memory",381,0,,,,,,,,,,,,
1565,CVE-2007-3847,2007-08-01T00:00:00.000Z,3,,HTTPD,httpd,7,2.19740053064286,384,1,139,0.5,373,0.35,375,0.25,416,0,380,0,445,0,129,0,,,,,,,,,,,"In HTTPD, which is an open source web server for unix-like systems, remote
servers can cause denial of service when using threaded MPM by sending a
malicious date header that triggers buffer over-read",,,,,,,,,,,,,,
1744,CVE-2009-2901,2011-03-01T00:00:00.000Z,3,Insecure partial deploy after failed undeploy,Tomcat,tomcat,461,1,143,0.5,146,0.45,372,0.35,125,0.27,132,0,488,0,486,0,,,,,,,,,,,,,"By default, Tomcat automatically deploys any directories placed in a host's appBase.
This behaviour is controlled by the autoDeploy attribute of a host, which defaults to
true",,,,,,,,,,,,,,
462,CVE-2011-3061,2012-03-30T22:55:01.587Z,3,,Chromium,chromium,5,2.04637782113516,58,1,135,0.5,147,0.45,372,0.35,125,0.27,126,0.27,375,0.25,130,0,378,0,219,0,380,0,381,0,,,"The implementation of the code handling creating a socket connection to an
intermediary, request-handling server recognizes that a certificate error
exists but it appears to be ignored since it doesn't disconnect when the
error is caught",,,,,,,,,,,,,,
966,CVE-2014-3161,2014-07-20T11:12:50.290Z,3,,Chromium,chromium,4,1.99189383373607,26,1,139,0.5,138,0.5,147,0.45,147,0.45,373,0.35,125,0.27,127,0.27,375,0.25,382,0,378,0,169,0,130,0,"
When playing video from <video> tag, chromium on android uses a native media player",380,0,133,0,381,0,,,,,,,,
1621,CVE-2014-0231,2014-07-14T00:00:00.000Z,3,,HTTPD,httpd,7,2.31997439767049,35,1,135,0.5,139,0.5,145,0.5,147,0.45,373,0.35,125,0.27,375,0.25,445,0,380,0,411,0,129,0,,,A CGI (Common Gateway Interface) is a protocol used by web servers that runs command-line interface scripts in response to client requests,,,,,,,,,,,,,,
1167,CVE-2015-6767,2015-11-12T00:00:00.000Z,3,,Chromium,chromium,34,1,8,0.75,147,0.45,373,0.35,126,0.27,125,0.27,375,0.25,320,0,378,0,130,0,380,0,1,-Infinity,,,,,"In the AppCache implemetation in Google Chrome before 47.0.2526.73, there is a vulnerability in 
content/browser/appcache/appcache_dispatcher_host.cc named use-after-free 
which means referencing memory after it has been freed can cause a program to crash, use 
unexpected values, or execute code",,,,,,,,,,,,,,
1755,CVE-2011-1088,2011-03-02T00:00:00.000Z,3,Ignored Security Annotations,Tomcat,tomcat,42,1,372,0.35,374,0.35,375,0.25,481,0,380,0,381,0,488,0,,,,,,,,,,,,,"Apache Tomcat is a Java Servlet Container system for helping run Java Servlets.
Java Servlets are simple additions to a basic server that help exend functionality.
Tomcat uses two separete methods for allowing developers to enforce permissions
on urls, one of which is the @ServletSecurity annotation",,,,,,,,,,,,,,
575,CVE-2011-3961,2012-02-09T04:10:28.817Z,3,,Chromium,chromium,5,2.04860736234451,25,1,135,0.5,146,0.45,372,0.35,127,0.27,125,0.27,375,0.25,8,0.25,379,0,232,0,380,0,381,0,378,0,"Race condition in Google Chrome allows remote attackers to execute arbitrary
code via vectors that triggers a crash of the utility process.

There seemed to be 4 clents that could have lead to the crash of the utility process;
IndexedDB, WebstoreInstallerHelper, the profile importer, and posix plugin loader.

Before the fix, it seemed the race condition was caused by the ""utility_process_host_""
variable becoming NULL and then not being appropiately dealt with",130,0,382,0,,,,,,,,,,
1172,CVE-2015-6772,2015-12-06T01:59:09.453Z,3,,Chromium,chromium,3,1.91260694659113,62,1,8,0.75,137,0.5,139,0.5,374,0.35,125,0.27,126,0.27,375,0.25,130,0,378,0,380,0,382,0,379,0,"The previous implementation of DOM in the subsystem Blink (Chrome's rendering 
engine) did not protect URL navigation while a document was being detached, 
allowing attackers to attack internal plugins with JavaScript by attaching
a false document.
",381,0,248,0,,,,,,,,,,
326,CVE-2011-1817,2011-05-07T00:00:00.000Z,3,,Chromium,chromium,4,1.98564358655886,15,1,135,0.5,147,0.45,373,0.35,126,0.27,125,0.27,8,0.25,375,0.25,207,0,380,0,130,0,378,0,,,"There are two vulnerabilities in Google Chrome before 12.0.742.91 in the way they implement history deletion.

The first vulnerability was because of the implementation not removing
old event observers properly, which leads to observers looking for the event 
that has already been deleted",,,,,,,,,,,,,,
234,CVE-2011-1113,2011-03-01T23:00:03.377Z,3,,Chromium,chromium,6,2.11443870924031,15,1,141,0.5,139,0.5,147,0.45,374,0.35,125,0.27,126,0.27,375,0.25,380,0,130,0,197,0,378,0,,,Chrome uses a byte stream deserializer called a pickler,,,,,,,,,,,,,,
1175,CVE-2015-6775,2015-12-06T01:59:12.830Z,3,,Chromium,chromium,83,1,8,0.75,139,0.5,373,0.35,374,0.35,126,0.27,124,0.27,375,0.25,378,0,284,0,,,,,,,,,"A static method which doesn't use signatures could allow a remote 
attacker to cause denial of service or possibly access secure 
information by creating a ""fake"" object and passing it to this 
static method",,,,,,,,,,,,,,
1556,CVE-2005-2970,2005-10-25T17:06:00.000Z,3,,HTTPD,httpd,6,2.15834702968814,41,1,147,0.45,373,0.35,375,0.25,129,0,445,0,380,0,431,0,,,,,,,,,,,"What makes the Apache HTTP Server widely used is its robustness and ability to support a plethora of 
various platforms and environments",,,,,,,,,,,,,,
1247,CVE-2016-1661,2016-05-14T21:59:01.240Z,3,,Chromium,chromium,6,2.12158088661295,104,1,8,0.75,139,0.5,135,0.5,372,0.35,374,0.35,127,0.27,125,0.27,375,0.25,181,0,380,0,378,0,381,0,"Blink, a web framework previously used in Chrome did not ensure
content in frames passed a check for the same render process along with a Same
Origin Policy check, meaning the objects' source were the same",130,0,382,0,,,,,,,,,,
1780,CVE-2013-2071,2013-05-10T00:00:00.000Z,3,,Tomcat,tomcat,453,1,374,0.35,372,0.35,125,0.27,375,0.25,463,0,488,0,,,,,,,,,,,,,,,The vulnerability stemmed from a lack of exception handling,,,,,,,,,,,,,,
1185,CVE-2015-6786,2015-12-06T01:59:23.513Z,3,,Chromium,chromium,6,2.18637512171383,70,1,136,0.5,135,0.5,146,0.45,374,0.35,372,0.35,125,0.27,127,0.27,375,0.25,8,0.25,130,0,378,0,380,0,"The Content Security Policy (CSP) is used to prevent attacks such as
cross-site scripting (XSS)",222,0,,,,,,,,,,,,
1187,CVE-2015-6788,2015-12-14T11:59:00.120Z,3,,Chromium,chromium,5,2.08353011545138,83,1,8,0.75,135,0.5,139,0.5,372,0.35,374,0.35,127,0.27,125,0.27,375,0.25,326,0,378,0,380,0,130,0,Some handler functions were improperly implemented,,,,,,,,,,,,,,
227,CVE-2011-1059,2011-02-22T19:00:02.973Z,3,,Chromium,chromium,1,1.70483504420158,34,1,135,0.5,146,0.45,372,0.35,374,0.35,126,0.27,125,0.27,375,0.25,382,0,378,0,380,0,194,0,130,0,A vulnerability that allows remote attackers the ability to cause a denial of service by enticing a user to resubmit a form,381,0,,,,,,,,,,,,
1195,CVE-2015-8480,2015-12-06T01:59:27.720Z,3,,Chromium,chromium,2,1.82685621558482,15,1,139,0.5,146,0.45,374,0.35,124,0.27,126,0.27,375,0.25,130,0,381,0,380,0,378,0,200,0,,,"The function that creates a video frame pool, the memory structure for video media frames, 
does not zero initalize the memory for a video-frame data structure",,,,,,,,,,,,,,
1814,CVE-2016-8747,2017-03-14T00:00:00.000Z,3,,Tomcat,tomcat,19,1,137,0.5,373,0.35,375,0.25,465,0,488,0,,,,,,,,,,,,,,,,,A regression was introduced when a Java class was refactored to use the standard ByteBuffer class rather than a byte array,,,,,,,,,,,,,,
992,CVE-2014-3196,2014-10-08T10:55:06.643Z,3,,Chromium,chromium,7,2.2167818606893,51,1,8,0.75,135,0.5,144,0.5,136,0.5,147,0.45,372,0.35,374,0.35,125,0.27,126,0.27,375,0.25,283,0,380,0,"Shared memory resources in Windows have a property known as a Discretionary
Access Control List, or DACL, which keeps track of who or what is authorized
to access them, how they can be accessed, and so on",130,0,378,0,,,,,,,,,,
282,CVE-2011-1434,2011-05-03T22:55:01.277Z,3,,Chromium,chromium,5,2.08069764757381,20,1,139,0.5,147,0.45,372,0.35,127,0.27,124,0.27,8,0.25,375,0.25,378,0,380,0,130,0,177,0,,,Opening suitable pages sometimes causes Chrome to crash at various places on startup due to a lack of thread safety when handling MIME data.,,,,,,,,,,,,,,
1216,CVE-2016-1630,2016-03-06T02:59:00.137Z,3,,Chromium,chromium,6,2.12032467733795,62,1,8,0.75,142,0.5,136,0.5,137,0.5,147,0.45,372,0.35,374,0.35,125,0.27,127,0.27,375,0.25,130,0,331,0,"This refers to the ContainerNode::parserRemoveChild function in
WebKit/Source/core/dom/ContainerNode.cpp in Blink, as used in Google Chrome
before 49.0.2623.75, which mishandles Widget updates",382,0,380,0,378,0,,,,,,,,
1224,CVE-2016-1638,2016-03-06T02:59:09.180Z,3,,Chromium,chromium,6,2.09522560477114,26,1,139,0.5,135,0.5,146,0.45,372,0.35,374,0.35,125,0.27,126,0.27,375,0.25,8,0.25,171,0,131,0,379,0,"Remote attackers can bypass access restrictions by using platform Web APIs, i.e editing the underlying
html dom for the extension or editing load js scripts, via Google Chrome Apps.
",378,0,381,0,380,0,130,0,382,0,,,,
1883,CVE-2017-9805,2017-09-05T00:00:00.000Z,3,overtrusting xml handler,Struts,struts,7,2.27285783447151,489,1,141,0.5,139,0.5,145,0.5,146,0.45,146,0.45,147,0.45,147,0.45,147,0.45,147,0.45,147,0.45,373,0.35,124,0.27,"CVE-2017-9805 is a security vulnerability that could allow the execution of
arbitrary code when XML is read into the system",375,0.25,528,0,132,0,380,0,501,0,,,,
1836,CVE-2011-3923,2012-01-20T00:00:00.000Z,3,OGNL Remote Code Execution,Struts,struts,5,2.083742273008,27,1,139,0.5,145,0.5,372,0.35,374,0.35,125,0.27,377,0.25,375,0.25,511,0,132,0,528,0,,,,,"Apache Struts' ParameterInterceptor class did not properly handle specific 
user supplied inputs from HTTP requests",,,,,,,,,,,,,,
1541,CVE-2004-0747,2004-10-20T00:00:00.000Z,3,,HTTPD,httpd,6,2.18288195679198,15,1,139,0.5,142,0.5,146,0.45,373,0.35,127,0.27,125,0.27,375,0.25,380,0,415,0,445,0,129,0,,,"The application fails to validate length for user-inputed strings through the form of
.httaccess and or httpd.conf config files which can, when malicious, cause a buffer overflow 
when this string is parsed, expanded, and copied into a finite buffer",,,,,,,,,,,,,,
754,CVE-2013-0887,2013-02-23T21:55:01.343Z,3,,Chromium,chromium,5,2.04612035401965,42,1,144,0.5,136,0.5,147,0.45,373,0.35,375,0.25,378,0,381,0,130,0,240,0,380,0,379,0,,,"The developer-tools process in Google Chrome before 25.0.1364.97 on Windows and Linux,
and before 25.0.1364.99 on Mac OS X, does not properly restrict privileges during
interaction with a connected server, which has unspecified impact and attack vectors.

This allowed the developer-tools process to access the web ui bindings, which
it did not neeed access to",,,,,,,,,,,,,,
743,CVE-2013-0841,2013-01-24T21:55:05.557Z,3,,Chromium,chromium,6,2.11612793064868,66,1,139,0.5,135,0.5,147,0.45,373,0.35,125,0.27,127,0.27,375,0.25,378,0,130,0,380,0,164,0,,,"In the content-blocking funtionality of Google Chrome, there is a
vulnerability where an array index is not checked",,,,,,,,,,,,,,
1538,CVE-2004-0488,2004-05-17T00:00:00.000Z,3,,HTTPD,httpd,6,2.13776520250362,11,1,139,0.5,136,0.5,147,0.45,373,0.35,375,0.25,129,0,439,0,380,0,445,0,,,,,,,This issue with this CVE was a buffer overflow in Apache HTTP Server 2.0.50,,,,,,,,,,,,,,
407,CVE-2011-2859,2011-09-19T12:02:56.340Z,3,,Chromium,chromium,4,2.00233106490991,57,1,136,0.5,135,0.5,372,0.35,374,0.35,125,0.27,127,0.27,375,0.25,130,0,381,0,382,0,378,0,380,0,"This vulnerability allowed extensions to be downloaded to the chrome
browser without the user's consent",171,0,379,0,,,,,,,,,,
1847,CVE-2013-4316,2013-09-09T00:00:00.000Z,3,Default DMI,Struts,struts,6,2.12847384239273,391,1,143,0.5,372,0.35,125,0.27,375,0.25,520,0,132,0,528,0,380,0,,,,,,,,,Struts 2 introduced a new feature called Dynamic Method Invocation (DMI),,,,,,,,,,,,,,
342,CVE-2011-2361,2011-08-03T00:55:01.317Z,3,Credential Caper,Chromium,chromium,6,2.12606438408565,31,1,135,0.5,147,0.45,373,0.35,125,0.27,377,0.25,375,0.25,381,0,379,0,378,0,380,0,382,0,202,0,Dialog box for Basic Auth can be used to mislead a user into giving up their credentials,130,0,,,,,,,,,,,,
339,CVE-2011-2358,2011-08-03T00:55:01.190Z,3,,Chromium,chromium,4,1.97679247487336,20,1,139,0.5,136,0.5,135,0.5,146,0.45,146,0.45,146,0.45,372,0.35,374,0.35,126,0.27,125,0.27,375,0.25,380,0,"All extensions completed installation without first prompting the user with a ui to confirm 
installation completion",131,0,381,0,379,0,382,0,378,0,171,0,130,0
1515,CVE-2002-0840,2002-10-02T00:00:00.000Z,3,,HTTPD,httpd,6,2.1397296764752,20,1,127,0.27,125,0.27,375,0.25,444,0,445,0,380,0,129,0,,,,,,,,,,,Apache Server Side Include Cross Site Scripting Vulnerability,,,,,,,,,,,,,,
748,CVE-2013-0881,2013-02-23T21:55:01.077Z,3,,Chromium,chromium,3,1.88542144785802,20,1,138,0.5,146,0.45,374,0.35,372,0.35,127,0.27,375,0.25,8,0.25,9,0.15,382,0,130,0,380,0,229,0,"Google Chrome allowed remote attackers to cause a denial of service 
(incorrect read operation) via crafted data in the Matroska container format.
This is because of the manipulation with an unknown input when calling the function
matroska_parse_laces which in turn led to out-of-bounds reading in the memory.
More specifically, this caused a Heap buffer overflow.
Matroska Multimedia Container is a file format that is able to hold unlimited 
numbers of video, audio, picture, or subtitle tracks all in one file",379,0,381,0,378,0,,,,,,,,
